START | Pos: [-9.49727, 0.19156, 2.8449] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-9.4973, 0.1916, 2.8449], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-7.7317, 0.1916, 2.4879], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.8567, 0.1916, 2.2713], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.0732, 0.1916, 2.1463], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.0732, 0.1916, 2.1463], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.3232, 0.1916, 2.1463], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-8.3232, 0.1916, 2.1463], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.5397, 0.1916, 2.0213], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.5397, 0.1916, 2.0213], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.7897, 0.1916, 2.0213], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.0397, 0.1916, 2.0213], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-9.2897, 0.1916, 2.0213], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.0397, 0.1916, 2.0213], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.7897, 0.1916, 2.0213], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-8.7897, 0.1916, 2.0213], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.5732, 0.1916, 2.1463], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.3567, 0.1916, 2.2713], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.1402, 0.1916, 2.3963], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-8.1402, 0.1916, 2.3963], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.8902, 0.1916, 2.3963], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.1402, 0.1916, 2.3963], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.3902, 0.1916, 2.3963], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.6402, 0.1916, 2.3963], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.8902, 0.1916, 2.3963], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-8.8902, 0.1916, 2.3963], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.1067, 0.1916, 2.2713], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-9.1067, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-9.3567, 0.1916, 2.2713], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.4817, 0.1916, 2.0548], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-9.6067, 0.1916, 1.8383], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-9.6067, 0.1916, 1.8383], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-9.6067, 0.1916, 1.8383], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-9.6067, 0.1916, 1.8383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-9.6067, 0.1916, 1.8383], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-9.6067, 0.1916, 1.8383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.8232, 0.1916, 1.9633], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-10.0397, 0.1916, 2.0883], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-10.2562, 0.1916, 2.2133], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-10.4727, 0.1916, 2.3383], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-10.6893, 0.1916, 2.4633], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-10.9058, 0.1916, 2.5883], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.1223, 0.1916, 2.7133], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.8723, 0.1916, 2.7133], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-10.8723, 0.1916, 2.7133], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-10.6558, 0.1916, 2.5883], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-10.6558, 0.1916, 2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.4058, 0.1916, 2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.1558, 0.1916, 2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.9058, 0.1916, 2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.6558, 0.1916, 2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.4058, 0.1916, 2.5883], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.4058, 0.1916, 2.5883], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.1893, 0.1916, 2.7133], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.9727, 0.1916, 2.8383], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.7562, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.5062, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.2562, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.0062, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.7562, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.5062, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
stop, Pos: [-7.5062, 0.1916, 2.9633], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
