START | Pos: [2.97176, 0.19355, 5.18616] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [2.9718, 0.1936, 5.1862], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [0.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [4.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [5.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [6.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.1883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.4383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.6883, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [7.9383, 0.1936, 4.6951], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.9383, 0.1936, 4.6951], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.9383, 0.1936, 4.6951], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.9383, 0.1936, 4.6951], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
stop, Pos: [7.9383, 0.1936, 4.6951], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
