START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.7520, 0.1944, -4.9131], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.6270, 0.1944, -4.6966], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.5020, 0.1944, -4.4800], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.3770, 0.1944, -4.2635], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.2520, 0.1944, -4.0470], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.1270, 0.1944, -3.8305], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.0020, 0.1944, -3.6140], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.8770, 0.1944, -3.3975], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [17.7520, 0.1944, -3.1810], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [17.7520, 0.1944, -2.9310], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [17.7520, 0.1944, -2.9310], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [17.7520, 0.1944, -2.9310], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [17.7520, 0.1944, -2.9310], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [17.5020, 0.1944, -2.9310], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [17.5020, 0.1944, -2.9310], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [17.5020, 0.1944, -2.9310], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [17.5020, 0.1944, -2.9310], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [17.5020, 0.1944, -3.1810], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [17.5020, 0.1944, -3.1810], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [17.5020, 0.1944, -3.1810], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.7185, 0.1944, -3.3060], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.9350, 0.1944, -3.4310], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.1515, 0.1944, -3.5560], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [18.3680, 0.1944, -3.6810], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [18.3680, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.6180, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.8680, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.1180, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.3680, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.6180, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.8680, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.1180, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.3680, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [20.6180, 0.1944, -3.6810], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [20.6180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.3680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.1180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.8680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.6180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.3680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.1180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.8680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.6180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.3680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.1180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.8680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.6180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.3680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.1180, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [16.8680, 0.1944, -3.4310], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [17.0845, 0.1944, -3.3060], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [17.3010, 0.1944, -3.1810], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [17.5176, 0.1944, -3.0560], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [17.7341, 0.1944, -2.9310], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [17.9506, 0.1944, -2.8060], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [17.8256, 0.1944, -3.0225], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [17.8256, 0.1944, -2.7725], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [17.8256, 0.1944, -2.7725], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [17.8256, 0.1944, -2.7725], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [17.8256, 0.1944, -2.7725], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.5756, 0.1944, -2.7725], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [17.5756, 0.1944, -2.7725], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [17.5756, 0.1944, -2.7725], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [17.5756, 0.1944, -2.7725], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [17.5756, 0.1944, -3.0225], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [17.5756, 0.1944, -3.0225], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.5756, 0.1944, -3.0225], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [17.7921, 0.1944, -3.1475], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.0086, 0.1944, -3.2725], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.2251, 0.1944, -3.3975], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.4416, 0.1944, -3.5225], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.6581, 0.1944, -3.6475], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.6246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.3746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [17.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [17.6246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.6246, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.6246, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.6246, 0.1944, -3.7725], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [17.6246, 0.1944, -3.5225], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.6246, 0.1944, -3.5225], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.6246, 0.1944, -3.5225], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.6246, 0.1944, -3.5225], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [17.8746, 0.1944, -3.5225], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.8746, 0.1944, -3.5225], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.8746, 0.1944, -3.5225], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.8746, 0.1944, -3.5225], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [17.8746, 0.1944, -3.7725], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [17.8746, 0.1944, -3.7725], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.8746, 0.1944, -3.7725], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [17.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.3746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.6246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.3746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.6246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.3746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.6246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.8746, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [21.1246, 0.1944, -3.7725], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [21.3411, 0.1944, -3.8975], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [21.3411, 0.1944, -3.8975], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [21.3411, 0.1944, -3.8975], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [21.3411, 0.1944, -3.8975], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [21.4661, 0.1944, -3.6810], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [21.4661, 0.1944, -3.6810], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [21.4661, 0.1944, -3.6810], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [21.4661, 0.1944, -3.6810], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [21.4661, 0.1944, -3.6810], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [21.4661, 0.1944, -3.6810], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [21.2496, 0.1944, -3.8060], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [21.0331, 0.1944, -3.9310], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [20.8166, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [20.8166, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.3166, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.0666, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.8166, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.5666, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.3166, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.0666, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.8166, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.5666, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.3166, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.0666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.3166, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.5666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.8166, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.0666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.3166, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.5666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [19.8166, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.0666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.3166, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [20.5666, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [20.7831, 0.1944, -4.1810], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [20.7831, 0.1944, -4.1810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [20.7831, 0.1944, -4.1810], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [20.7831, 0.1944, -4.1810], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
