START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.9650, -2.8791, -0.0395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [11.3069, -2.8791, 4.0716], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [11.3069, -2.8791, 4.0716], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.1819, -2.8791, 4.2881], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [11.1819, -2.8791, 4.2881], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [11.1819, -2.8791, 4.2881], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [11.3069, -2.8791, 4.5046], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [11.4319, -2.8791, 4.7211], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.3069, -2.8791, 4.5046], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.1819, -2.8791, 4.2881], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.0569, -2.8791, 4.0716], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.9319, -2.8791, 3.8551], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.8069, -2.8791, 3.6386], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.6819, -2.8791, 3.4221], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.5569, -2.8791, 3.2056], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.4319, -2.8791, 2.9891], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.3068, -2.8791, 2.7726], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.1818, -2.8791, 2.5561], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.0568, -2.8791, 2.3396], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.9318, -2.8791, 2.1231], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.8068, -2.8791, 1.9066], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.6818, -2.8791, 1.6901], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.5568, -2.8791, 1.4736], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.4318, -2.8791, 1.2571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.3068, -2.8791, 1.0406], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.1817, -2.8791, 0.8241], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.0567, -2.8791, 0.6076], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.9317, -2.8791, 0.3911], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.8067, -2.8791, 0.1746], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.6817, -2.8791, -0.0419], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.5567, -2.8791, -0.2584], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.4317, -2.8791, -0.4749], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.3067, -2.8791, -0.6914], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.1817, -2.8791, -0.9079], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.0567, -2.8791, -1.1244], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.9316, -2.8791, -1.3409], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.8066, -2.8791, -1.5574], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.8066, -2.8791, -1.5574], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.8066, -2.8791, -1.5574], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.5566, -2.8791, -1.5574], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.3066, -2.8791, -1.5574], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.0566, -2.8791, -1.5574], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.8066, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.5566, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.3066, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.0566, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.8066, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.5566, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.3066, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.0566, -2.8791, -1.5573], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.8066, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.5566, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.3066, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.0566, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.8066, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.5566, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.3066, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.0566, -2.8791, -1.5572], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.8066, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.5566, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.3066, -2.8461, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.0566, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.8066, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.5566, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.3066, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.0566, -2.8791, -1.5571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [1.0566, -2.8791, -1.5571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [1.0566, -2.8791, -1.5571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [1.0566, -2.8791, -1.5571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [1.0566, -2.8791, -1.5571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [1.0566, -2.8791, -1.5571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [1.2731, -2.8791, -1.6821], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [1.4896, -2.8791, -1.8071], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [1.4896, -2.8791, -1.8071], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.4896, -2.8791, -1.8071], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [1.4896, -2.8791, -1.8071], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [1.4896, -2.8791, -1.8071], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4896, -2.8791, -1.5571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8791, -1.3071], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8791, -1.0571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8791, -0.8071], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8791, -0.5571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8638, -0.3071], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8456, -0.0571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8274, 0.1929], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4897, -2.8091, 0.4429], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.7909, 0.6929], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8791, 0.9429], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8791, 1.1929], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8791, 1.4429], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8016, 1.6929], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8425, 1.9429], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8791, 2.1929], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4898, -2.8791, 2.4429], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4899, -2.8791, 2.6929], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.4899, -2.8791, 2.9429], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [1.4899, -2.8791, 2.9429], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [1.3649, -2.8791, 3.1594], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [1.3649, -2.8791, 3.1594], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.3649, -2.8791, 3.4094], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [1.3649, -2.8791, 3.6594], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [1.2399, -2.8791, 3.4429], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [1.2399, -2.8791, 3.4429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2399, -2.8791, 3.1929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2399, -2.8791, 2.9429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2399, -2.8791, 2.6929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8791, 2.4429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8791, 2.1929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8311, 1.9429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8791, 1.6929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8791, 1.4429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8791, 1.1929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8791, 0.9429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2398, -2.8242, 0.6929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2397, -2.8425, 0.4429], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2397, -2.8607, 0.1929], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2397, -2.8790, -0.0571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2397, -2.8791, -0.3071], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [1.2397, -2.8791, -0.5571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [1.2397, -2.8791, -0.5571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [1.2397, -2.8791, -0.5571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [1.2397, -2.8791, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [1.2397, -2.8791, -0.5571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [1.2397, -2.8791, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.4897, -2.8791, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.7397, -2.8487, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.9897, -2.8154, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.2397, -2.7820, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.4897, -2.8303, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7397, -2.8791, -0.5571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.9897, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.2397, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.4897, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.7397, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [3.9897, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.2397, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.4897, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.7397, -2.8791, -0.5572], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.9897, -2.8791, -0.5573], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.2397, -2.8791, -0.5573], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.4897, -2.8791, -0.5573], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [5.4897, -2.8791, -0.5573], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.7062, -2.8791, -0.6823], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.9227, -2.8791, -0.8073], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.1392, -2.8791, -0.9323], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.3557, -2.8791, -1.0573], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.5722, -2.8791, -1.1823], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [6.5722, -2.8791, -1.1823], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.8222, -2.8791, -1.6154], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [6.9472, -2.8791, -1.8319], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.0722, -2.8791, -2.0484], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.1971, -2.8791, -2.2649], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.3221, -2.8791, -2.4814], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.4471, -2.8791, -2.6979], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.3221, -2.8791, -2.4814], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.1971, -2.8791, -2.2649], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.0722, -2.8791, -2.0484], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.9472, -2.8791, -1.8319], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.8222, -2.8791, -1.6154], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [6.6972, -2.8791, -1.3988], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [6.9137, -2.8791, -1.5239], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [6.9137, -2.8791, -1.5239], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.0387, -2.8791, -1.7404], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.1637, -2.8791, -1.9569], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.2887, -2.8791, -2.1734], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.1637, -2.8791, -1.9569], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [7.0387, -2.8791, -1.7404], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.0387, -2.8791, -1.7404], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.0387, -2.8791, -1.7404], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.0387, -2.8791, -1.7404], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.2552, -2.8791, -1.6154], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.4717, -2.8791, -1.4904], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [7.6882, -2.8791, -1.3654], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.6882, -2.8791, -1.3654], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.8132, -2.8791, -1.1489], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.9382, -2.8791, -0.9324], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.0632, -2.8791, -0.7159], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.1883, -2.8791, -0.4994], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.3133, -2.8791, -0.2829], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.4383, -2.8791, -0.0664], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.5633, -2.8791, 0.1501], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.6883, -2.8791, 0.3666], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.8133, -2.8791, 0.5831], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [8.9383, -2.8791, 0.7996], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.0633, -2.8791, 1.0161], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.1883, -2.8791, 1.2326], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.3134, -2.8791, 1.4491], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.4384, -2.8791, 1.6656], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.5634, -2.8791, 1.8821], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.6884, -2.8791, 2.0986], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.8134, -2.8791, 2.3151], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [9.9384, -2.8791, 2.5316], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.0634, -2.8791, 2.7481], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.1884, -2.8791, 2.9646], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.3134, -2.8791, 3.1811], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.4384, -2.8791, 3.3976], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.5635, -2.8791, 3.6141], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.6885, -2.8791, 3.8306], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.8135, -2.8791, 4.0471], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [10.9647, -2.8791, 4.2287], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [11.0897, -2.8791, 4.4452], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [11.2147, -2.8791, 4.6617], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [11.3397, -2.8791, 4.8782], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.2147, -2.8791, 4.6617], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.0897, -2.8791, 4.4452], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.9647, -2.8791, 4.2287], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.8396, -2.8791, 4.0122], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.7146, -2.8791, 3.7957], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.5896, -2.8791, 3.5792], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.4646, -2.8791, 3.3627], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.3396, -2.8791, 3.1462], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.2146, -2.8791, 2.9297], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [10.0896, -2.8791, 2.7132], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.9646, -2.8791, 2.4967], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.8396, -2.8791, 2.2802], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.7146, -2.8791, 2.0637], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.5895, -2.8791, 1.8472], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.4645, -2.8791, 1.6307], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.3395, -2.8791, 1.4142], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [9.2145, -2.8791, 1.1977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
