START | Pos: [-5.99568, 0.19754, 1.17799] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.7792, 0.1975, 1.0530], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-48.7815, 0.1975, -20.9649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-48.9980, 0.1975, -21.0899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-49.2145, 0.1975, -21.2149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-49.4310, 0.1975, -21.3399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-49.6475, 0.1975, -21.4649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-49.8640, 0.1975, -21.5899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-50.0805, 0.1975, -21.7149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-50.2970, 0.1975, -21.8399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-50.5135, 0.1975, -21.9649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-50.7301, 0.1975, -22.0899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-50.9466, 0.1975, -22.2149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-51.1631, 0.1975, -22.3399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-51.3796, 0.1975, -22.4649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-51.5961, 0.1975, -22.5899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-51.8126, 0.1975, -22.7149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-52.0291, 0.1975, -22.8399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-52.2456, 0.1975, -22.9649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-52.4621, 0.1975, -23.0899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-52.6786, 0.1975, -23.2149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-52.8951, 0.1975, -23.3399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-53.1116, 0.1975, -23.4649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-53.3281, 0.1975, -23.5899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-53.5446, 0.1975, -23.7149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-53.7612, 0.1975, -23.8399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-53.9777, 0.1975, -23.9649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-54.1942, 0.1975, -24.0899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-54.4107, 0.1975, -24.2149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-54.6272, 0.1975, -24.3399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-54.8437, 0.1975, -24.4649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-55.0602, 0.1975, -24.5899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-55.2767, 0.1975, -24.7149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-55.4932, 0.1975, -24.8399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-55.7097, 0.1975, -24.9649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-55.9262, 0.1975, -25.0899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-56.1427, 0.1975, -25.2149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-56.3592, 0.1975, -25.3399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-56.5757, 0.1975, -25.4649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-56.7923, 0.1975, -25.5899], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-57.0088, 0.1975, -25.7149], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-57.2253, 0.1975, -25.8399], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-57.4418, 0.1975, -25.9649], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-57.4418, 0.1975, -25.9649], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-57.4418, 0.1975, -25.9649], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-57.4418, 0.1975, -25.9649], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-57.4418, 0.1975, -25.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -25.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -25.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -25.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -24.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -24.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -24.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -24.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -23.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -23.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -23.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -23.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -22.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -22.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -22.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -22.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -21.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -21.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -21.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -21.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -20.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -20.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -20.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -20.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -19.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -19.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -19.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -19.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -18.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -18.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -18.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -18.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -17.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -17.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -17.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -17.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -16.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -16.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -16.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -16.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -15.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -15.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -15.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -15.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -14.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -14.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -14.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -14.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -13.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -13.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -13.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -13.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -12.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -12.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -12.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -12.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -11.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -11.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -11.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -11.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -10.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -10.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -10.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -10.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -9.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -9.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -9.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -9.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -8.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -8.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -8.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -8.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -7.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -7.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -7.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -7.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -6.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -6.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -6.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -6.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -5.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -5.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -5.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -5.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -4.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -4.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -4.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -4.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -3.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -3.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -3.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -3.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -2.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -2.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -2.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -2.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -1.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -1.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -1.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -1.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -0.9649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -0.7149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -0.4649], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, -0.2149], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 0.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 0.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 0.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 0.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 1.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 1.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 1.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 1.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 2.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 2.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 2.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 2.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 3.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 3.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 3.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 3.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 4.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 4.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 4.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 4.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 5.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 5.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 5.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 5.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 6.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 6.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 6.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 6.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 7.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 7.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 7.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 7.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 8.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 8.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 8.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 8.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 9.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 9.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 9.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 9.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 10.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 10.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 10.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 10.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 11.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 11.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 11.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 11.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 12.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 12.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 12.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 12.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 13.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 13.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 13.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 13.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 14.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 14.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 14.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 14.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 15.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 15.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 15.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 15.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 16.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 16.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 16.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 16.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 17.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 17.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 17.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 17.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 18.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 18.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 18.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 18.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 19.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 19.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 19.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 19.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 20.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 20.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 20.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 20.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 21.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 21.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 21.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 21.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 22.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 22.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 22.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 22.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 23.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 23.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 23.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 23.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 24.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 24.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 24.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 24.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 25.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 25.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 25.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 25.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
