START | Pos: [24.244, -0.5425, -4.02] | Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [24.2440, -0.5426, -4.0200], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.0024, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.7524, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.5024, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.2524, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.0024, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.7524, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.5024, 0.4574, -1.7169], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.2524, 0.4574, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.0024, 0.4574, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.7524, 0.4574, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.5024, 0.4538, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.2524, 0.4429, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.0024, 0.4319, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.7524, 0.4210, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.5024, 0.4225, -1.7168], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.2524, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.0024, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.7524, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.5024, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.2524, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.0024, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.7524, 0.4226, -1.7167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [2.7524, 0.4226, -1.7167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.5359, 0.3949, -1.8417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.3194, 0.3775, -1.9667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.1029, 0.3709, -2.0916], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.8864, 0.3526, -2.2166], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.6699, 0.3336, -2.3416], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.4534, 0.3147, -2.4666], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.2368, 0.2910, -2.5916], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [1.2368, 0.2910, -2.5916], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.9868, 0.2574, -2.5916], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.7368, 0.2574, -2.5916], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.4868, 0.2574, -2.5916], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.2368, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.0132, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.2632, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5132, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.7632, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.0132, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2632, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.5132, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.7632, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
stop, Pos: [-1.7632, 0.2574, -2.5915], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
