START | Pos: [13.55902, 0.12711, 1.6699] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [13.3090, 0.1271, 1.6699], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.0440, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.2940, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.5440, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.7940, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [12.0440, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [12.2940, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [12.5440, 0.1271, 1.2754], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [12.7940, 0.1271, 1.2753], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [13.0440, 0.1271, 1.2753], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [13.2940, 0.1271, 1.2753], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [13.2940, 0.1271, 1.2753], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [13.5105, 0.1271, 1.1503], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [13.7270, 0.1271, 1.0253], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [13.9435, 0.1271, 0.9003], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [13.9435, 0.1271, 0.9003], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [14.1935, 0.1271, 0.9003], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [14.1935, 0.1271, 0.9003], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [14.4100, 0.1271, 0.7753], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [14.6265, 0.1271, 0.6503], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [14.8430, 0.1271, 0.5252], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [15.0595, 0.1271, 0.4002], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [15.2760, 0.1271, 0.2752], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [15.4925, 0.1271, 0.1502], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [15.7090, 0.1271, 0.0252], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [15.9255, 0.1271, -0.0998], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [16.1420, 0.1271, -0.2248], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [16.3585, 0.1271, -0.3498], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [16.5750, 0.1271, -0.4748], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [16.7915, 0.1271, -0.5999], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [17.0080, 0.1271, -0.7249], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [17.2245, 0.1271, -0.8499], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [17.4410, 0.1271, -0.9749], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [17.6575, 0.1271, -1.0999], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [17.8740, 0.1271, -1.2249], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.8740, 0.1271, -1.2249], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.8740, 0.1271, -1.2249], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [17.8740, 0.1271, -1.4749], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [17.8740, 0.1271, -1.7249], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [17.8740, 0.1271, -1.9749], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [17.8740, 0.1271, -1.9749], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [17.9990, 0.1271, -2.1914], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [18.1239, 0.1271, -2.4079], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [18.1239, 0.1271, -2.4079], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.3404, 0.1271, -2.5329], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.5569, 0.1271, -2.6580], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.5569, 0.1271, -2.6580], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.5569, 0.1271, -2.6580], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [18.5569, 0.1271, -2.6580], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.5569, 0.1271, -2.6580], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.5569, 0.1271, -2.6580], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.3069, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.0569, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.8069, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.5569, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.3069, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.0569, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [16.8069, 0.1271, -2.6579], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.0234, 0.1271, -2.7829], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [17.2399, 0.1271, -2.9079], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [17.2399, 0.1271, -2.9079], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [17.2399, 0.1271, -2.9079], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [17.2399, 0.1271, -2.9079], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.3649, 0.1271, -2.6914], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.4900, 0.1271, -2.4749], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.6150, 0.1271, -2.2584], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.7400, 0.1271, -2.0419], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.8650, 0.1271, -1.8254], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.9900, 0.1271, -1.6089], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.1150, 0.1271, -1.3924], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.2400, 0.1271, -1.1759], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.2400, 0.1271, -1.1759], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.2400, 0.1271, -1.1759], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.4900, 0.1271, -1.1759], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.7400, 0.1271, -1.1759], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [18.9900, 0.1271, -1.1759], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2400, 0.1271, -1.1759], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.4900, 0.1271, -1.1759], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.7400, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.9900, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.2400, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.4900, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.7400, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [20.9900, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.2400, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.4900, 0.1271, -1.1760], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.7400, 0.1271, -1.1761], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [21.9900, 0.1271, -1.1761], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.2400, 0.1271, -1.1761], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.4900, 0.1271, -1.1761], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [22.7400, 0.1271, -1.1761], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [22.7400, 0.1271, -1.1761], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [22.9565, 0.1271, -1.0511], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.1731, 0.1271, -0.9261], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.3896, 0.1271, -0.8011], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [23.6061, 0.1271, -0.6762], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [23.6061, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [23.8561, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.1061, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.3561, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.6061, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [24.8561, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.1061, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.3561, 0.1271, -0.6762], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.6061, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [25.8561, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.1061, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.3561, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.6061, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [26.8561, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [27.1061, 0.1271, -0.6763], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [27.1061, 0.1271, -0.6763], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.3226, 0.1271, -0.8013], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.5391, 0.1271, -0.9263], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.7556, 0.1271, -1.0514], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [27.9721, 0.1271, -1.1764], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [27.9721, 0.1271, -1.1764], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [28.2221, 0.1271, -1.1764], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [28.2221, 0.1271, -1.1764], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.4386, 0.1271, -1.3014], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.6551, 0.1271, -1.4264], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [28.8716, 0.1271, -1.5514], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [29.0881, 0.1271, -1.6764], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [29.3046, 0.1271, -1.8014], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
stop, Pos: [29.3046, 0.1271, -1.8014], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
