START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9540, 0.3649, -17.8703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3897], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3898], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3899], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3900], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3901], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3902], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3903], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3904], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2832, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3905], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3906], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3907], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3909], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3910], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3913], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2833, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3914], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3915], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3916], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3917], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3918], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3919], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-6.2622, 1.2834, -31.3920], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.2622, 1.2977, -31.5170], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.2622, 1.3120, -31.6420], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-6.2622, 1.3263, -31.7671], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-6.2622, 1.3263, -31.7671], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-6.2622, 1.3263, -31.7671], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.2622, 1.3263, -31.7671], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2622, 1.3015, -31.5506], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2622, 1.2768, -31.3341], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2622, 1.2521, -31.1176], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2622, 1.2273, -30.9011], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2622, 1.2026, -30.6846], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.2622, 1.2026, -30.6846], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1883, -30.5596], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.2622, 1.1883, -30.5596], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
