START | Pos: [-14.52051, 0.12186, -7.90472] | Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-14.5205, 0.1219, -7.9047], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-18.2370, 0.1219, -4.6326], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-17.9870, 0.1219, -4.6326], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-17.7705, 0.1219, -4.5076], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-17.7705, 0.1219, -4.5076], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-17.7705, 0.1219, -4.5076], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-17.7705, 0.1219, -4.5076], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-17.7705, 0.1219, -4.5076], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-17.9870, 0.1219, -4.3826], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.2035, 0.1219, -4.2576], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.4200, 0.1219, -4.1326], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-18.6365, 0.1219, -4.0076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-18.3865, 0.1219, -4.0076], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-18.3865, 0.1219, -4.0076], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-18.1700, 0.1219, -3.8826], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-17.9535, 0.1219, -3.7576], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-17.7370, 0.1219, -3.6326], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-17.7370, 0.1219, -3.6326], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-17.7370, 0.1219, -3.6326], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-17.7370, 0.1219, -3.6326], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-17.7370, 0.1219, -3.6326], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-17.7370, 0.1219, -3.8826], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-17.7370, 0.1219, -4.1326], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-17.7370, 0.1219, -4.3826], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-17.7370, 0.1219, -4.6326], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-17.7370, 0.1219, -4.6326], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-17.7370, 0.1219, -4.6326], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-17.7370, 0.1219, -4.6326], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.4870, 0.1219, -4.6326], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-17.4870, 0.1219, -4.6326], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-17.4870, 0.1219, -4.6326], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-17.4870, 0.1219, -4.6326], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-17.4870, 0.1219, -4.3826], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-17.3620, 0.1219, -4.5991], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-17.2370, 0.1219, -4.8156], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-17.1120, 0.1219, -5.0321], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.9870, 0.1219, -5.2486], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.8620, 0.1219, -5.4651], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.7370, 0.1219, -5.6816], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.6120, 0.1219, -5.8981], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.4870, 0.1219, -6.1147], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-16.3620, 0.1219, -6.3312], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-16.3620, 0.1219, -6.3312], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-16.1455, 0.1219, -6.4562], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-16.3955, 0.1219, -6.4562], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-16.3955, 0.1219, -6.4562], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-16.3955, 0.1219, -6.4562], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-16.3955, 0.1219, -6.4562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -6.2062], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -5.9562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -5.7062], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -5.4562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -5.2062], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -4.9562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -4.7062], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -4.4562], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-16.3955, 0.1219, -4.2062], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.2705, 0.1219, -4.4227], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-16.2705, 0.1219, -4.4227], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-16.2705, 0.1219, -4.4227], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-16.3955, 0.1219, -4.6392], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-16.5205, 0.1219, -4.8557], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-16.6455, 0.1219, -5.0722], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-16.7705, 0.1219, -5.2887], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-16.8955, 0.1219, -5.5052], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-17.0205, 0.1219, -5.7217], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.1455, 0.1219, -5.5052], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.2705, 0.1219, -5.2887], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.3955, 0.1219, -5.0722], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-17.5205, 0.1219, -4.8557], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-17.3040, 0.1219, -4.9807], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.1790, 0.1219, -5.1972], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-17.0540, 0.1219, -5.4137], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.9290, 0.1219, -5.6302], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.8040, 0.1219, -5.8467], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.6790, 0.1219, -6.0632], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.5540, 0.1219, -6.2797], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-16.4290, 0.1219, -6.4962], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-16.4290, 0.1219, -6.4962], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-16.2125, 0.1219, -6.6212], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-16.2125, 0.1219, -6.6212], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-16.2125, 0.1219, -6.6212], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-16.2125, 0.1219, -6.6212], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-16.0875, 0.1219, -6.4047], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-16.0875, 0.1219, -6.4047], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-16.0875, 0.1219, -6.4047], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-16.0875, 0.1219, -6.4047], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-16.3040, 0.1219, -6.2797], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-16.3040, 0.1219, -6.2797], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.4290, 0.1219, -6.0632], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.5540, 0.1219, -5.8467], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-16.6790, 0.1219, -5.6302], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-16.6790, 0.1219, -5.6302], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-16.8955, 0.1219, -5.5052], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-17.1120, 0.1219, -5.3802], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-17.3285, 0.1219, -5.2552], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-17.5450, 0.1219, -5.1302], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-17.7615, 0.1219, -5.0052], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-17.9780, 0.1219, -4.8802], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.1945, 0.1219, -4.7552], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.4111, 0.1219, -4.6302], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.6276, 0.1219, -4.5052], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-18.8441, 0.1219, -4.3802], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-19.0606, 0.1219, -4.2552], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-19.0606, 0.1219, -4.2552], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-19.0606, 0.1219, -4.2552], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-19.0606, 0.1219, -4.2552], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-19.0606, 0.1219, -4.2552], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.8441, 0.1219, -4.1302], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.6276, 0.1219, -4.0052], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-18.4111, 0.1219, -3.8802], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-18.4111, 0.1219, -3.8802], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-18.4111, 0.1219, -3.8802], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-18.4111, 0.1219, -3.8802], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-18.4111, 0.1219, -3.8802], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-18.4111, 0.1219, -4.1302], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-18.4111, 0.1219, -4.3802], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-18.4111, 0.1219, -4.6302], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-18.4111, 0.1219, -4.8802], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-18.4111, 0.1219, -5.1302], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-18.4111, 0.1219, -5.1302], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-18.4111, 0.1219, -5.1302], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-18.4111, 0.1219, -5.1302], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-18.4111, 0.1219, -5.1302], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-18.4111, 0.1219, -5.1302], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-18.5361, 0.1219, -4.9137], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-18.6611, 0.1219, -4.6972], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-18.7861, 0.1219, -4.4807], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-18.9111, 0.1219, -4.2642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-19.0361, 0.1219, -4.0477], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-19.1611, 0.1219, -3.8312], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-19.2861, 0.1219, -3.6147], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-19.2861, 0.1219, -3.6147], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
