START | Pos: [0.567, -2.9155, 14.0793] | Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [0.5670, -2.9156, 14.0793], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.1280, -2.9156, 12.0988], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.9115, -2.9156, 12.2238], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.6950, -2.9156, 12.3488], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.4785, -2.9156, 12.4738], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.2620, -2.9156, 12.5988], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-1.0455, -2.9156, 12.7238], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-1.1705, -2.9156, 12.5073], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-1.1705, -2.9156, 12.5073], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-1.1705, -2.9156, 12.5073], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.0455, -2.9156, 12.2908], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-0.9205, -2.9156, 12.0742], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-0.9205, -2.9156, 12.0742], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9205, -2.9156, 11.8242], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9205, -2.9156, 11.5742], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9205, -2.9156, 11.3242], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9205, -2.9156, 11.0742], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 10.8242], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 10.5742], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 10.3242], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 10.0742], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 9.8242], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 9.5742], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.9206, -2.9156, 9.3242], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.9206, -2.9156, 9.3242], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-0.7956, -2.9156, 9.1077], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-0.6707, -2.9156, 8.8912], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-0.6707, -2.9156, 8.8912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 8.6412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 8.3912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 8.1412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 7.8912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 7.6412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 7.3912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6707, -2.9156, 7.1412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 6.8912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 6.6412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 6.3912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 6.1412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 5.8912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 5.6412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 5.3912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6708, -2.9156, 5.1412], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-0.6709, -2.9156, 4.8912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.4209, -2.9156, 4.8912], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-0.4209, -2.9156, 4.8912], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-0.4209, -2.9156, 4.8912], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-0.4209, -2.9156, 4.8912], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-0.4209, -2.9156, 4.8912], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-0.4209, -2.9156, 4.8912], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.6374, -2.9156, 5.0162], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.8539, -2.9156, 5.1412], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.0704, -2.9156, 5.2662], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.2869, -2.9156, 5.3912], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.5034, -2.9156, 5.5163], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.7199, -2.9156, 5.6413], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.9364, -2.9156, 5.7663], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.9364, -2.9156, 5.7663], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.1864, -2.9156, 5.7663], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.1864, -2.9156, 5.7663], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-2.4029, -2.9156, 5.8913], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.1529, -2.9156, 5.8913], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9029, -2.9156, 5.8913], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6529, -2.9156, 5.8913], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4029, -2.9156, 5.8913], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.4029, -2.9156, 5.8913], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.4029, -2.9156, 5.8913], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.2779, -2.9156, 5.6747], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.1529, -2.9156, 5.4582], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-1.0279, -2.9156, 5.2417], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.0279, -2.9156, 5.2417], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-1.0279, -2.9156, 4.9917], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-1.0279, -2.9156, 4.7417], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-1.0279, -2.8935, 4.4917], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0279, -2.9156, 4.7417], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0279, -2.9156, 4.9917], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0279, -2.9156, 5.2417], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0279, -2.9156, 5.4917], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0279, -2.9156, 5.7417], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.0278, -2.9156, 5.9917], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.0278, -2.9156, 5.9917], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.9028, -2.9156, 6.2082], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-0.9028, -2.9156, 6.2082], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.9028, -2.9156, 6.4582], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-0.9028, -2.9156, 6.4582], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.7778, -2.9156, 6.6747], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.6528, -2.9156, 6.8912], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-0.6528, -2.9156, 6.8912], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.6528, -2.9156, 7.1412], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.6528, -2.9156, 7.3912], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.6528, -2.9156, 7.6412], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.6528, -2.9156, 7.8912], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.6528, -2.9156, 7.8912], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.6528, -2.9156, 7.8912], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.6528, -2.9156, 7.8912], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.9028, -2.9156, 7.8912], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.9028, -2.9156, 7.8912], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.9028, -2.9156, 7.8912], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-1.0277, -2.9156, 8.1077], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-1.1527, -2.9156, 8.3243], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.1527, -2.9156, 8.3243], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.1527, -2.9156, 8.5743], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.1527, -2.9156, 8.8243], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-1.1527, -2.9156, 9.0743], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.1527, -2.9156, 9.0743], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.0277, -2.9156, 9.2908], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.9027, -2.9156, 9.5073], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.7777, -2.9156, 9.7238], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.6527, -2.9156, 9.9403], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.5276, -2.9156, 10.1568], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.4026, -2.9156, 10.3733], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.2776, -2.9156, 10.5898], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.4026, -2.9156, 10.3733], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.5276, -2.9156, 10.1568], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.5276, -2.9156, 10.1568], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.7442, -2.9156, 10.0318], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.9607, -2.9156, 9.9068], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.1772, -2.9156, 9.7818], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.1772, -2.9156, 9.7818], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.3022, -2.9156, 9.5653], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.3022, -2.9156, 9.5653], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.5187, -2.9156, 9.4403], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.5187, -2.9156, 9.4403], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-1.6437, -2.9156, 9.2238], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.6437, -2.9156, 9.2238], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.8602, -2.9156, 9.0988], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6437, -2.9156, 9.2238], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.4272, -2.9156, 9.3488], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.4272, -2.9156, 9.3488], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.3022, -2.9156, 9.5653], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.1772, -2.9156, 9.7818], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.0522, -2.9156, 9.9983], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.9272, -2.9156, 10.2148], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.8021, -2.9156, 10.4313], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.6771, -2.9156, 10.6478], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-0.5521, -2.9156, 10.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5521, -2.9156, 10.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5521, -2.9156, 10.3643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 10.1143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 9.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 9.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 9.3643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 9.1143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 8.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 8.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5522, -2.9156, 8.3643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 8.1143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 7.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 7.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 7.3643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 7.1143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 6.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 6.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5523, -2.9156, 6.3643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 6.1143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 5.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 5.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 5.3643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 5.1143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 4.8643], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.5524, -2.9156, 4.6143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5524, -2.9156, 4.8643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5524, -2.9156, 5.1143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5524, -2.9156, 5.3643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5524, -2.9156, 5.6143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5524, -2.9156, 5.8643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5524, -2.9156, 6.1143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 6.3643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 6.6143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 6.8643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 7.1143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 7.3643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 7.6143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 7.8643], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-0.5523, -2.9156, 8.1143], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.5523, -2.9156, 8.1143], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.5523, -2.9156, 8.1143], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.5523, -2.9156, 8.1143], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8023, -2.9156, 8.1143], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.8023, -2.9156, 8.1143], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.0188, -2.9156, 8.2393], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.2353, -2.9156, 8.3643], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.4518, -2.9156, 8.4893], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.6683, -2.9156, 8.6143], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.8848, -2.9156, 8.7394], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.1013, -2.9156, 8.8644], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8513, -2.9156, 8.8644], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6013, -2.9156, 8.8643], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
