START | Pos: [-14.52051, 0.12186, -7.90472] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.5205, 0.1219, -7.9047], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-20.8417, 0.1219, -4.8401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -4.5901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -4.3401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -4.0901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -3.8401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -3.5901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -3.3401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -3.0901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -2.8401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -2.5901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -2.3401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -2.0901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -1.8401], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-20.8417, 0.1219, -1.5901], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.8417, 0.1219, -1.5901], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-20.7167, 0.1219, -1.3736], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.5917, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-20.3417, 0.1219, -1.1571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.4667, 0.1219, -0.9406], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.5917, 0.1219, -0.7241], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
