START | Pos: [-15.0493, 0.19683, -8.40716] | Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.4578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.9578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.4578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.9578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.4578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.2078, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.9578, 0.1968, -10.6147], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-4.9578, 0.1968, -10.6147], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-4.7413, 0.1968, -10.7397], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-4.5248, 0.1968, -10.8647], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-4.5248, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.2748, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.0248, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7748, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.5248, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.2748, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-3.0248, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.7748, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.5248, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.2748, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-2.0248, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7748, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-1.5248, 0.1968, -10.8647], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-1.5248, 0.1968, -11.1147], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-1.5248, 0.1968, -11.1147], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.5248, 0.1968, -11.1147], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.5248, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.5248, 0.1968, -11.1147], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7413, 0.1968, -10.9897], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.7413, 0.1968, -10.9897], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.7413, 0.1968, -10.9897], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.9578, 0.1968, -11.1147], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.9578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.2078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.4578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.7078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.9578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.2078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.4578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.7078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.2078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.4578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.7078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.9578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.2078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.4578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.9578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.4578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.9578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4578, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7078, 0.1968, -11.1147], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-7.7078, 0.1968, -11.1147], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-7.7078, 0.1968, -11.1147], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-7.7078, 0.1968, -11.1147], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-7.7078, 0.1968, -11.1147], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.5828, 0.1968, -11.3312], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.4578, 0.1968, -11.5477], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.3328, 0.1968, -11.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.2078, 0.1968, -11.9807], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-7.2078, 0.1968, -11.9807], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-7.2078, 0.1968, -12.2307], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-7.2078, 0.1968, -12.2307], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-7.0828, 0.1968, -12.4472], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.9578, 0.1968, -12.6637], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.8328, 0.1968, -12.8802], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-6.8328, 0.1968, -12.8802], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-6.8328, 0.1968, -13.1302], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-6.8328, 0.1968, -13.3802], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-6.8328, 0.1968, -13.6302], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-6.8328, 0.1968, -13.6302], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-6.7078, 0.1968, -13.8467], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.8328, 0.1968, -13.6302], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-6.9578, 0.1968, -13.4137], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-6.9578, 0.1968, -13.4137], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -13.1637], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -12.9137], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -12.6637], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -12.4137], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -12.1637], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -11.9137], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-6.9578, 0.1968, -11.6637], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-6.9578, 0.1968, -11.6637], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-6.9578, 0.1968, -11.6637], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.1743, 0.1968, -11.5387], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.3908, 0.1968, -11.4137], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.6073, 0.1968, -11.2887], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-7.8238, 0.1968, -11.1637], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.0403, 0.1968, -11.0387], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-8.2568, 0.1968, -10.9137], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.3818, 0.1968, -10.6972], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.5068, 0.1968, -10.4807], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-8.5068, 0.1968, -10.4807], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.5068, 0.1968, -10.2307], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.5068, 0.1968, -9.9807], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-8.5068, 0.1968, -9.9807], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-8.6318, 0.1968, -9.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-8.6318, 0.1968, -9.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -9.5142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -9.2642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -9.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -8.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -8.5142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -8.2642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -8.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -7.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -7.5142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -7.2642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -7.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -6.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -6.5142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -6.2642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -6.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -5.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.6318, 0.1968, -5.5142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-8.6318, 0.1968, -5.5142], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-8.6318, 0.1968, -5.5142], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.6318, 0.1968, -5.5142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.8818, 0.1968, -5.5142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.1318, 0.1968, -5.5142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.3818, 0.1968, -5.5142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-9.6318, 0.1968, -5.5142], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.4153, 0.1968, -5.3892], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-9.1988, 0.1968, -5.2642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.4488, 0.1968, -5.2642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-9.4488, 0.1968, -5.2642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-9.4488, 0.1968, -5.2642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-9.4488, 0.1968, -5.2642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-9.4488, 0.1968, -5.2642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-9.4488, 0.1968, -5.2642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.2323, 0.1968, -5.3892], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.0158, 0.1968, -5.5142], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-9.0158, 0.1968, -5.5142], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-9.0158, 0.1968, -5.5142], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-9.0158, 0.1968, -5.5142], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-9.0158, 0.1968, -5.5142], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-9.0158, 0.1968, -5.2642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-9.0158, 0.1968, -5.2642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-9.0158, 0.1968, -5.2642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-9.0158, 0.1968, -5.2642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2658, 0.1968, -5.2642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-9.2658, 0.1968, -5.2642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-9.2658, 0.1968, -5.2642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-9.2658, 0.1968, -5.2642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.2658, 0.1968, -5.5142], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.0493, 0.1968, -5.3892], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.8328, 0.1968, -5.2642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.6163, 0.1968, -5.1392], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.3998, 0.1968, -5.0142], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-8.3998, 0.1968, -5.0142], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-8.3998, 0.1968, -5.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-8.3998, 0.1968, -5.0142], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-8.3998, 0.1968, -5.0142], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.3998, 0.1968, -5.0142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.6498, 0.1968, -5.0142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-8.8998, 0.1968, -5.0142], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.8998, 0.1968, -5.2642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-8.8998, 0.1968, -5.2642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.7748, 0.1968, -5.4807], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.7748, 0.1968, -5.4807], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
