START | Pos: [-13.67385, 0.09345, 13.89784] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-9.5644, 0.0935, 8.0743], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.3479, 0.0935, 8.1993], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.1314, 0.0935, 8.3243], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.9149, 0.0935, 8.4493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.6984, 0.0935, 8.5743], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.4818, 0.0935, 8.6993], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.2653, 0.0935, 8.8243], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-8.0488, 0.0935, 8.9493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.8323, 0.0935, 9.0743], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.3658, 0.0935, 9.1993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-7.3658, 0.0935, 9.1993], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.3658, 0.0935, 9.1993], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.5823, 0.0935, 9.0743], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.5823, 0.0935, 9.0743], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.8323, 0.0935, 9.0743], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-7.8323, 0.0935, 9.0743], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.0488, 0.0935, 8.9493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.2653, 0.0935, 8.8243], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.4818, 0.0935, 8.6993], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.6984, 0.0935, 8.5743], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-8.9149, 0.0935, 8.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.1314, 0.0935, 8.3243], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.3479, 0.0935, 8.1993], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.5644, 0.0935, 8.0743], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.7809, 0.0935, 7.9493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.5644, 0.0935, 8.0743], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.3479, 0.0935, 8.1993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-9.1314, 0.0935, 8.3243], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.9149, 0.0935, 8.4493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.6984, 0.0935, 8.5743], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.4818, 0.0935, 8.6993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.2653, 0.0935, 8.8243], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.0488, 0.0935, 8.9493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-7.8323, 0.0935, 9.0743], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-7.6158, 0.0935, 9.1993], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.3658, 0.0935, 9.1993], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-7.3658, 0.0935, 9.1993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-7.1493, 0.0935, 9.3243], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.3993, 0.0935, 9.3243], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6493, 0.0935, 9.3243], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-7.6493, 0.0935, 9.3243], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-7.8658, 0.0935, 9.1993], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.0823, 0.0935, 9.0743], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.2988, 0.0935, 8.9493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.5153, 0.0935, 8.8243], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.7318, 0.0935, 8.6993], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.9484, 0.0935, 8.5743], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-9.1649, 0.0935, 8.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-9.1649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.4149, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.6649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.9149, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.1649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.4149, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.6649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9149, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.1649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4149, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.6649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.9149, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.1649, 0.0935, 8.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.1649, 0.0935, 8.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.3814, 0.0935, 8.5743], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.5979, 0.0935, 8.6993], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.5644, 0.0935, 8.8243], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.5644, 0.0935, 8.8243], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-12.3479, 0.0935, 8.9493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.3479, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.0979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.3479, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.5979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.8479, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-12.7564, 0.0935, 8.8578], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-12.5399, 0.0935, 8.9828], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-12.3234, 0.0935, 9.1078], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-12.1069, 0.0935, 9.2328], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.1069, 0.0935, 9.2328], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.1069, 0.0935, 9.2328], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.1069, 0.0935, 9.2328], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.1069, 0.0935, 9.2328], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1069, 0.0935, 8.9828], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1069, 0.0935, 8.7328], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1069, 0.0935, 8.4828], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.1069, 0.0935, 8.2328], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.3234, 0.0935, 8.3578], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.5399, 0.0935, 8.4828], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.7564, 0.0935, 8.6078], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.9729, 0.0935, 8.7328], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.2229, 0.0935, 8.7328], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.4394, 0.0935, 8.8578], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.4394, 0.0935, 8.8578], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.4394, 0.0935, 8.8578], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.4394, 0.0935, 8.8578], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-13.3144, 0.0935, 9.0743], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.3144, 0.0935, 9.0743], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-13.3144, 0.0935, 9.3243], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.3144, 0.0935, 9.5743], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.0979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-13.0979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-13.0979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-13.0979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.0979, 0.0935, 9.4493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.0979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-13.2229, 0.0935, 9.6658], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.2229, 0.0935, 9.6658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.2229, 0.0935, 10.1658], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.2229, 0.0935, 9.9158], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.0979, 0.0935, 10.1323], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.0979, 0.0935, 9.8823], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-12.9729, 0.0935, 10.0988], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.9729, 0.0935, 10.0988], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.9729, 0.0935, 10.0988], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.9729, 0.0935, 10.0988], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.9729, 0.0935, 10.0988], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.8479, 0.0935, 9.8823], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.7229, 0.0935, 9.6658], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
