START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [18.1940, 0.1944, -3.0626], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.9775, 0.1944, -2.9376], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.7610, 0.1944, -2.8126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.5445, 0.1944, -2.4376], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [17.5445, 0.1944, -2.4376], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [17.5445, 0.1944, -2.4376], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [17.5445, 0.1944, -2.4376], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [17.5445, 0.1944, -2.6876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [17.7945, 0.1944, -2.4376], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [17.6695, 0.1944, -2.6541], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [17.5445, 0.1944, -2.8706], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.0871], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.4195, 0.1944, -3.3371], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.5445, 0.1944, -3.1206], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.6695, 0.1944, -2.9041], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.7945, 0.1944, -2.6876], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [17.9195, 0.1944, -2.4711], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [18.0445, 0.1944, -2.2546], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.0445, 0.1944, -2.2546], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.0445, 0.1944, -2.2546], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.0445, 0.1944, -2.2546], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.0445, 0.1944, -2.2546], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.1695, 0.1944, -2.4711], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.2945, 0.1944, -2.6876], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.4195, 0.1944, -2.9041], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.5445, 0.1944, -3.1206], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.6695, 0.1944, -3.3371], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.7945, 0.1944, -3.5536], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.9195, 0.1944, -3.7701], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.0445, 0.1944, -3.9866], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.0445, 0.1944, -3.9866], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [19.0445, 0.1944, -4.2366], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [19.0445, 0.1944, -4.4866], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [19.0445, 0.1944, -4.7366], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [19.0445, 0.1944, -4.9866], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [19.0445, 0.1944, -5.2366], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [19.0445, 0.1944, -5.4866], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [19.0445, 0.1944, -5.4866], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.1695, 0.1944, -5.7031], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.2945, 0.1944, -5.9196], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.4195, 0.1944, -6.1361], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [19.5445, 0.1944, -6.3527], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [19.5445, 0.1944, -6.6027], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.5445, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.5445, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.5445, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2945, 0.1944, -6.6027], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
