START | Pos: [7.159, 0.1632, 0.8948] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.1590, 0.1633, 0.8948], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [4.2258, 0.1633, 1.1823], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [4.2258, 0.1633, 1.1823], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [4.1008, 0.1633, 1.3988], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [4.1008, 0.1633, 1.3988], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [3.8843, 0.1633, 1.5238], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [3.6678, 0.1633, 1.6488], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [3.6678, 0.1633, 1.6488], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [3.6678, 0.1633, 1.6488], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.6678, 0.1633, 1.8988], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.6679, 0.1633, 2.1488], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.6679, 0.1633, 2.3988], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.6679, 0.1633, 2.6488], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [3.6679, 0.1633, 2.6488], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [3.6679, 0.1633, 2.6488], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [3.8844, 0.1633, 2.7738], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [3.8844, 0.1633, 2.7738], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.1344, 0.1633, 2.7738], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [4.1344, 0.1633, 2.7738], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
stop, Pos: [4.1344, 0.1633, 2.7738], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
