START | Pos: [-14.8719, 0.169, 5.2188] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-14.8719, 0.1690, 5.2188], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-6.6564, 0.1690, 5.8970], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-6.6564, 0.1690, 5.8970], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-6.4399, 0.1690, 6.0220], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-6.4399, 0.1690, 6.0220], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-6.1899, 0.1690, 6.0220], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.9399, 0.1690, 6.0220], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.6907, 0.1690, 6.0224], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.6291, 0.1690, 6.1301], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.4248, 0.1690, 6.2443], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-5.1748, 0.1690, 6.2443], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.1748, 0.1690, 6.2443], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.9583, 0.1690, 6.3693], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-4.9583, 0.1690, 6.3693], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.7083, 0.1690, 6.3693], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-4.4583, 0.1690, 6.3693], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-4.4583, 0.1690, 6.3693], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.2418, 0.1690, 6.4943], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-4.0253, 0.1690, 6.6192], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.8088, 0.1690, 6.7442], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-3.5923, 0.1690, 6.8692], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-3.8423, 0.1690, 6.8692], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.0923, 0.1690, 6.8693], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.3423, 0.1690, 6.8693], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-4.3423, 0.1690, 6.8693], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-4.5588, 0.1690, 6.7443], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-4.5588, 0.1690, 6.7443], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-4.8088, 0.1690, 6.7443], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-4.8088, 0.1690, 6.7443], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.0253, 0.1690, 6.6193], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.2418, 0.1690, 6.4943], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.4583, 0.1690, 6.3693], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.6748, 0.1690, 6.2443], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-5.8914, 0.1690, 6.1193], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.1079, 0.1690, 5.9944], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.3244, 0.1690, 5.8694], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.5409, 0.1690, 5.7444], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.7574, 0.1690, 5.6194], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-6.9739, 0.1690, 5.4944], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.1904, 0.1690, 5.3694], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.4069, 0.1690, 5.2444], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-7.6235, 0.1690, 5.1194], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-7.6235, 0.1690, 5.1194], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-7.8735, 0.1690, 5.1194], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.1235, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.3735, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.6235, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-8.8735, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.1235, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.3735, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.6235, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-9.8735, 0.1690, 5.1195], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.1235, 0.1690, 5.1196], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.3735, 0.1690, 5.1196], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.6235, 0.1690, 5.1196], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-10.8735, 0.1690, 5.1196], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.1235, 0.1690, 5.1196], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-11.3735, 0.1690, 5.1196], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.3735, 0.1690, 5.1196], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-11.5900, 0.1690, 5.2446], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-11.8065, 0.1690, 5.3696], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.0230, 0.1690, 5.4947], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.2395, 0.2768, 5.6197], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.4560, 0.2355, 5.7447], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.6725, 0.1943, 5.8697], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.8890, 0.1690, 5.9947], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.1055, 0.1690, 6.1197], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.3220, 0.1690, 6.2447], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.5385, 0.1690, 6.3697], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.7550, 0.1690, 6.4947], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-13.9715, 0.1690, 6.6197], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.1880, 0.1690, 6.7448], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.4045, 0.1690, 6.8698], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.6210, 0.1690, 6.9948], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.8375, 0.1690, 7.1198], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.0540, 0.1690, 7.2448], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.2705, 0.1690, 7.3698], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-15.4870, 0.1690, 7.4948], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-15.4870, 0.1690, 7.4948], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-15.4870, 0.1690, 7.4948], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-15.4870, 0.1690, 7.4948], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-15.3882, 0.1690, 7.7048], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-15.3882, 0.1690, 7.7048], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-15.3882, 0.1690, 7.7048], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-15.3882, 0.1690, 7.7048], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-15.3882, 0.1690, 7.7048], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.2632, 0.1690, 7.4883], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-15.1382, 0.1690, 7.2717], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.1382, 0.1690, 7.2717], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.9217, 0.1690, 7.1467], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.7052, 0.1690, 7.0217], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.4887, 0.1690, 6.8967], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.2722, 0.1690, 6.7717], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-14.0557, 0.1690, 6.6467], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.8392, 0.1690, 6.5217], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.6227, 0.1690, 6.3967], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.4062, 0.1690, 6.2717], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.1897, 0.1690, 6.1466], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.9732, 0.1690, 6.0216], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.7567, 0.1782, 5.8966], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.5402, 0.2195, 5.7716], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.3237, 0.2607, 5.6466], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.1072, 0.2191, 5.5216], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.8907, 0.1690, 5.3966], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.6742, 0.1690, 5.2716], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.4577, 0.1690, 5.1466], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.4577, 0.1690, 5.1466], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.4577, 0.1690, 5.1466], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.4577, 0.1690, 5.1466], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.4577, 0.1690, 5.1466], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-11.4577, 0.1690, 5.1466], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-11.5827, 0.1690, 4.9301], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-11.7077, 0.3003, 4.7136], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-11.8327, 0.4858, 4.4971], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-11.8327, 0.4858, 4.4971], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-11.8327, 0.4858, 4.4971], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-11.8327, 0.4858, 4.4971], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-11.8327, 0.4858, 4.4971], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-11.8327, 0.4858, 4.4971], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-11.6821, 0.2718, 4.7209], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-11.4656, 0.1690, 4.8459], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-11.2491, 0.1690, 4.9709], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-11.0326, 0.1690, 5.0958], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-10.8160, 0.1690, 5.2208], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-10.5995, 0.1690, 5.3458], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-10.3830, 0.1690, 5.4708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-10.1665, 0.1690, 5.5958], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.9500, 0.1690, 5.7208], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.7335, 0.1690, 5.8458], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-9.5170, 0.1690, 5.9708], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-9.5170, 0.1690, 5.9708], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.2670, 0.1690, 5.9708], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.0170, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.7670, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.5170, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.2670, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.0170, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.7670, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.5170, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.2670, 0.1690, 5.9707], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-7.0170, 0.1690, 5.9706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.7670, 0.1690, 5.9706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.5170, 0.1690, 5.9706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2670, 0.1690, 5.9706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-6.0170, 0.1690, 5.9706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.7670, 0.1690, 5.9706], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.6702, 0.1690, 6.0581], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.6087, 0.1690, 6.1658], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.3949, 0.1690, 6.2563], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-5.1449, 0.1690, 6.2563], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-5.1449, 0.1690, 6.2563], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-4.9284, 0.1690, 6.3813], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-4.9284, 0.1690, 6.3813], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.6784, 0.1690, 6.3813], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.4284, 0.1690, 6.3813], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1784, 0.1690, 6.3812], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9284, 0.1690, 6.3812], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6784, 0.1690, 6.3812], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-3.6784, 0.1690, 6.3812], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-3.6784, 0.1690, 6.3812], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-3.6784, 0.1690, 6.3812], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [-3.6784, 0.1690, 6.2222], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-3.6784, 0.1690, 6.2222], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-3.6784, 0.1690, 6.2222], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-3.6784, 0.1690, 6.2222], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.9284, 0.1690, 6.2223], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1784, 0.1690, 6.2223], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.4284, 0.1690, 6.2223], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.6784, 0.1690, 6.2223], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.9284, 0.1690, 6.2223], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.1770, 0.1690, 6.2277], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.4325, 0.1690, 6.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.6825, 0.1690, 6.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.9325, 0.1690, 6.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.1825, 0.1690, 6.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.4325, 0.1690, 6.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.6825, 0.1690, 6.2413], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.9325, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.1825, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.4325, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6825, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9325, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.1825, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.4325, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.6825, 0.1690, 6.2414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.9325, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.1825, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.4325, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.6825, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-9.9325, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.1825, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.4325, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.6825, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-10.9325, 0.1690, 6.2415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.1825, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.4325, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.6825, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-11.9325, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.1825, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.4325, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.6825, 0.1924, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.9325, 0.1690, 6.2416], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.1825, 0.1690, 6.2417], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.4325, 0.1690, 6.2417], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-13.6825, 0.1690, 6.2417], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.6825, 0.1690, 6.2417], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.6825, 0.1690, 6.2417], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.6825, 0.1690, 6.2417], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-13.6825, 0.1690, 6.2417], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-13.5574, 0.1690, 6.4582], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.5574, 0.1690, 6.4582], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.5574, 0.1690, 6.4582], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.5574, 0.1690, 6.4582], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.3409, 0.1690, 6.3332], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-13.1244, 0.1690, 6.2082], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.9079, 0.1690, 6.0832], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.6914, 0.1907, 5.9581], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.4749, 0.2319, 5.8331], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.2584, 0.2565, 5.7081], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.0419, 0.1690, 5.5831], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.8254, 0.1690, 5.4581], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-11.6089, 0.1690, 5.3331], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.6089, 0.1690, 5.3331], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.6089, 0.1690, 5.3331], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.6089, 0.1690, 5.3331], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.6089, 0.1690, 5.3331], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-11.8255, 0.1690, 5.2081], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-12.0420, 0.3144, 5.0831], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-12.0420, 0.3144, 5.0831], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-12.1670, 0.3172, 4.8666], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-12.1670, 0.3172, 4.8666], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-12.1670, 0.3172, 4.8666], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-12.0420, 0.3838, 4.6501], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-11.9170, 0.5281, 4.4336], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
stop, Pos: [-11.9170, 0.5281, 4.4336], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
