START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [16.0206, 0.1016, -4.7688], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [34.1856, 0.1016, 0.7643], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.3106, 0.1016, 0.9808], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.4356, 0.1016, 1.1973], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.5606, 0.1016, 1.4138], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.6856, 0.1016, 1.6303], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.8107, 0.1016, 1.8468], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [34.9357, 0.1016, 2.0633], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.0607, 0.1016, 2.2798], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.1857, 0.1016, 2.4963], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.3107, 0.1016, 2.7128], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.4357, 0.1016, 2.9293], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.5607, 0.1016, 3.1458], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.6857, 0.1016, 3.3623], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.8107, 0.1016, 3.5788], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [35.9358, 0.1016, 3.7953], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.0608, 0.1016, 4.0118], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.1858, 0.1016, 4.2283], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.3108, 0.1016, 4.4448], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.4358, 0.1016, 4.6613], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.5608, 0.1016, 4.8778], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.6858, 0.1016, 5.0943], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.8108, 0.1016, 5.3108], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [36.9359, 0.1016, 5.5273], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.0609, 0.1016, 5.7438], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.1859, 0.1016, 5.9603], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.3109, 0.1016, 6.1768], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.4359, 0.1016, 6.3933], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.5609, 0.1016, 6.6098], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.6859, 0.1016, 6.8263], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.8109, 0.1016, 7.0428], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [37.9359, 0.1016, 7.2593], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.0610, 0.1016, 7.4758], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.1860, 0.1016, 7.6923], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.3110, 0.1016, 7.9088], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.4360, 0.1016, 8.1253], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.5610, 0.1016, 8.3418], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.6860, 0.1016, 8.5583], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [38.8110, 0.1016, 8.7748], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [38.8110, 0.1016, 8.7748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8110, 0.1016, 9.0248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8110, 0.1016, 9.2748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 9.5248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 9.7748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 10.0248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 10.2748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 10.5248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 10.7748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 11.0248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 11.2748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8111, 0.1016, 11.5248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 11.7748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 12.0248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 12.2748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 12.5248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 12.7748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 13.0248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 13.2748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8112, 0.1016, 13.5248], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [38.8113, 0.1016, 13.7748], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [38.8113, 0.1016, 13.7748], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [38.8113, 0.1016, 13.7748], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [38.8113, 0.1016, 13.7748], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [38.5613, 0.1016, 13.7748], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [38.5613, 0.1016, 13.7748], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [38.5613, 0.1016, 13.7748], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [38.5613, 0.1016, 13.7748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 13.5248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 13.2748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 13.0248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 12.7748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 12.5248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 12.2748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 12.0248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5612, 0.1016, 11.7748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 11.5248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 11.2748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 11.0248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 10.7748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 10.5248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 10.2748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 10.0248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 9.7748], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.5611, 0.1016, 9.5248], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [38.5611, 0.1016, 9.5248], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [38.4360, 0.1016, 9.3083], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [38.4360, 0.1016, 9.3083], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.4360, 0.1016, 9.0583], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.4360, 0.1016, 8.8083], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [38.4360, 0.1016, 8.5583], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [38.4360, 0.1016, 8.5583], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [38.3110, 0.1016, 8.3418], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [38.1860, 0.1016, 8.1253], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [38.0610, 0.1016, 7.9088], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.9360, 0.1016, 7.6923], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.8110, 0.1016, 7.4758], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.6859, 0.1016, 7.2593], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.5609, 0.1016, 7.0428], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.4359, 0.1016, 6.8263], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.3109, 0.1016, 6.6098], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.1859, 0.1016, 6.3933], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [37.0609, 0.1016, 6.1768], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.9359, 0.1016, 5.9603], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.8109, 0.1016, 5.7438], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.6859, 0.1016, 5.5273], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.5608, 0.1016, 5.3108], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.4358, 0.1016, 5.0943], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.3108, 0.1016, 4.8778], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [36.3108, 0.1016, 4.8778], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [36.3108, 0.1016, 4.6278], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [36.3108, 0.1016, 4.6278], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.1858, 0.1016, 4.4113], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [36.0608, 0.1016, 4.1948], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.9358, 0.1016, 3.9783], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.8108, 0.1016, 3.7618], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.6857, 0.1016, 3.5453], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.5607, 0.1016, 3.3288], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.4357, 0.1016, 3.1123], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.3107, 0.1016, 2.8958], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.1857, 0.1016, 2.6793], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [35.1857, 0.1016, 2.6793], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [35.1857, 0.1016, 2.4293], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [35.1857, 0.1016, 2.4293], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [35.0607, 0.1016, 2.2128], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.9357, 0.1016, 1.9963], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.8107, 0.1016, 1.7798], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.6856, 0.1016, 1.5633], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.5606, 0.1016, 1.3468], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.4356, 0.1016, 1.1303], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.3106, 0.1016, 0.9138], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.1856, 0.1016, 0.6973], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [34.0606, 0.1016, 0.4808], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.9356, 0.1016, 0.2643], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.8106, 0.1016, 0.0478], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.6856, 0.1016, -0.1687], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.5605, 0.1016, -0.3852], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.4355, 0.1016, -0.6017], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.3105, 0.1016, -0.8182], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.1855, 0.1016, -1.0347], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [33.0605, 0.1016, -1.2512], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.9355, 0.1016, -1.4677], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.8105, 0.1016, -1.6842], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.6855, 0.1016, -1.9007], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.5605, 0.1016, -2.1172], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.4354, 0.1016, -2.3337], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.3104, 0.1016, -2.5502], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.1854, 0.1016, -2.7667], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [32.0604, 0.1016, -2.9832], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.9354, 0.1016, -3.1997], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.8104, 0.1016, -3.4162], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.6854, 0.1016, -3.6327], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.5604, 0.1016, -3.8492], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.4353, 0.1016, -4.0657], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.3103, 0.1016, -4.2822], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.1853, 0.1016, -4.4987], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [31.0603, 0.1016, -4.7152], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [30.9353, 0.1016, -4.9317], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [30.8103, 0.1016, -5.1482], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [30.6853, 0.1016, -5.3647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [30.5603, 0.1016, -5.5812], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [30.4353, 0.1016, -5.7977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [30.4353, 0.1016, -5.7977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [30.2187, 0.1016, -5.9227], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [30.0022, 0.1016, -6.0477], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [29.7857, 0.1016, -6.1727], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [29.5692, 0.1016, -6.2977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [29.3527, 0.1016, -6.4227], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [29.1362, 0.1016, -6.5477], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [29.1362, 0.1016, -6.5477], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [28.8862, 0.1016, -6.5477], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [28.6362, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [28.3862, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [28.1362, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [27.8862, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [27.6362, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [27.3862, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [27.1362, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [26.8862, 0.1016, -6.5476], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [26.6362, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [26.3862, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [26.1362, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [25.8862, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [25.6362, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [25.3862, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [25.1362, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [24.8862, 0.1016, -6.5475], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [24.6362, 0.1016, -6.5474], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [24.3862, 0.1016, -6.5474], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [24.1362, 0.1016, -6.5474], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.8862, 0.1016, -6.5474], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.6362, 0.1016, -6.5474], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.3862, 0.1016, -6.5474], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [23.3862, 0.1016, -6.5474], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [23.1697, 0.1016, -6.4224], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [22.9532, 0.1016, -6.2974], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [22.9532, 0.1016, -6.2974], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.7032, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.4532, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.2032, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.9532, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.7032, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.4532, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.2032, 0.1016, -6.2973], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [21.2032, 0.1016, -6.2973], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [20.9867, 0.1016, -6.1723], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [20.7702, 0.1016, -6.0473], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [20.5537, 0.1016, -5.9222], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [20.3372, 0.1016, -5.7972], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [20.1207, 0.1016, -5.6722], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [19.9042, 0.1016, -5.5472], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [19.6877, 0.1016, -5.4222], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [19.4712, 0.1016, -5.2972], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [19.2547, 0.1016, -5.1722], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [19.0382, 0.1016, -5.0472], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [18.8217, 0.1016, -4.9222], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [18.8217, 0.1016, -4.9222], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.5717, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.3217, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.0717, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.8217, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.5717, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.3217, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.0717, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.8217, 0.1016, -4.9221], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.5717, 0.1016, -4.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.3217, 0.1016, -4.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [16.0717, 0.1016, -4.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.8217, 0.1016, -4.9220], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [15.8217, 0.1016, -4.9220], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.6052, 0.1016, -4.7970], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [15.3887, 0.1016, -4.6720], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [15.3887, 0.1016, -4.6720], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [15.1387, 0.1016, -4.6720], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [15.1387, 0.1016, -4.6720], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.9222, 0.1016, -4.5470], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.7057, 0.1016, -4.4219], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.4892, 0.1016, -4.2969], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.2727, 0.1016, -4.1719], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [14.0562, 0.1016, -4.0469], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.8397, 0.1016, -3.9219], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.6232, 0.1016, -3.7969], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.4067, 0.1016, -3.6719], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [13.1902, 0.1016, -3.5469], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.9737, 0.1016, -3.4219], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.7572, 0.1016, -3.2969], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.5407, 0.1016, -3.1718], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.3242, 0.1016, -3.0468], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [12.1077, 0.1016, -2.9218], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [12.1077, 0.1016, -2.9218], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.8577, 0.1016, -2.9218], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.6077, 0.1016, -2.9218], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.3577, 0.1016, -2.9218], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [11.1077, 0.1016, -2.9218], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.8577, 0.1016, -2.9218], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.6077, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.3577, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [10.1077, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.8577, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
