START | Pos: [7.98935, 0.19575, -12.55098] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.9893, 0.1957, -12.5510], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.6478, 0.1957, -13.2585], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.3978, 0.1957, -13.2585], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.1478, 0.1957, -13.2585], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [7.1478, 0.1957, -13.5085], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.3644, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.5809, 0.1957, -13.2585], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.1335], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.7974, 0.1957, -13.3835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.0474, 0.1957, -13.3835], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [8.0474, 0.1957, -13.3835], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.2639, 0.1957, -13.2585], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.4804, 0.1957, -13.1335], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.6969, 0.1957, -13.0085], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.9134, 0.1957, -12.8835], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [9.1299, 0.1957, -12.7585], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [9.0049, 0.1957, -12.9750], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [8.7884, 0.1957, -13.1000], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.5384, 0.1957, -13.1000], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [8.5384, 0.1957, -13.1000], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
