START | Pos: [1.8401, 0.16166, -1.93274] | Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.6236, 0.1617, -2.0577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.1350, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [1.3850, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1350, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.8850, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.6350, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.3850, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.1350, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1150, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3650, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6150, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8650, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1150, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.3650, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.6150, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.8650, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-2.1150, 0.1617, -2.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.1150, 0.1617, -2.7162], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.3315, 0.1617, -2.5912], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.5480, 0.1617, -2.4662], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.7645, 0.1617, -2.3412], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.7645, 0.1617, -2.3412], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-2.8895, 0.1617, -2.1247], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-3.0145, 0.1617, -1.9082], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-3.0145, 0.1617, -1.9082], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-3.0145, 0.1617, -1.9082], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-3.0145, 0.1617, -1.9082], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-3.0145, 0.1617, -1.9082], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-3.1395, 0.1617, -2.1247], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-3.1395, 0.1617, -2.1247], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-3.1395, 0.1617, -2.1247], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-3.1395, 0.1617, -2.1247], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.9230, 0.1617, -2.2497], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-2.9230, 0.1617, -2.2497], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.6730, 0.1617, -2.2497], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.4230, 0.1617, -2.2497], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.4230, 0.1617, -2.2497], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-2.2065, 0.1617, -2.3747], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.9900, 0.1617, -2.4997], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.7735, 0.1617, -2.6247], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-1.5570, 0.1617, -2.7497], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.6820, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.4320, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1820, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.9320, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6820, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.4320, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1820, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.0680, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [0.3180, 0.1617, -2.9662], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [0.1015, 0.1617, -3.0912], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.1150, 0.1617, -3.2162], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.3315, 0.1617, -3.3412], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-0.5480, 0.1617, -3.4662], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-0.5480, 0.1617, -3.4662], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-0.6730, 0.1617, -3.6827], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-0.7980, 0.1617, -3.8992], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-0.9230, 0.1617, -4.1158], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.7980, 0.1617, -3.8992], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.6730, 0.1617, -3.6827], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.5480, 0.1617, -3.4662], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.4230, 0.1617, -3.2497], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.2980, 0.1617, -3.0332], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.1730, 0.1617, -2.8167], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.0480, 0.1617, -2.6002], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-0.0480, 0.1617, -2.6002], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-0.0480, 0.1617, -2.6002], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-0.0480, 0.1617, -2.6002], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.0480, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.2980, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.5480, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.7980, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.0480, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.2980, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.5480, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-1.7980, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.0480, 0.1617, -2.6002], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.0480, 0.1617, -2.6002], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.0480, 0.1617, -2.6002], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.0480, 0.1617, -2.6002], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.0480, 0.1617, -2.3502], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-2.1730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.9230, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.4230, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.1730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.9230, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4230, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.0770, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.3270, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.5770, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [0.8270, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.5770, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.3270, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [0.0770, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1730, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4230, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-0.6730, 0.1617, -2.5667], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.4565, 0.1617, -2.4417], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.2400, 0.1617, -2.3167], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.0235, 0.1617, -2.1917], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.1930, 0.1617, -2.0667], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.4095, 0.1617, -1.9417], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.6260, 0.1617, -1.8167], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.8425, 0.1617, -1.6917], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.0590, 0.1617, -1.5667], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.2755, 0.1617, -1.4417], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [1.2755, 0.1617, -1.4417], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.5255, 0.1617, -1.4417], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.7755, 0.1617, -1.4417], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.0255, 0.1617, -1.4417], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [2.0255, 0.1617, -1.4417], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [2.0255, 0.1617, -1.4417], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [2.0255, 0.1617, -1.4417], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [2.0255, 0.1617, -1.1917], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [2.0255, 0.1617, -1.1917], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [2.0255, 0.1617, -1.1917], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [2.0255, 0.1617, -1.1917], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.7755, 0.1617, -1.1917], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [1.7755, 0.1617, -1.1917], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.5590, 0.1617, -1.3167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.3425, 0.1617, -1.4417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.1260, 0.1617, -1.5667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.9095, 0.1617, -1.6917], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.6930, 0.1617, -1.8167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.4765, 0.1617, -1.9417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.2600, 0.1617, -2.0667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.0435, 0.1617, -2.1917], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.1730, 0.1617, -2.3167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.3895, 0.1617, -2.4417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.6061, 0.1617, -2.5667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.6061, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8561, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1061, 0.1617, -2.5667], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.1061, 0.1617, -2.5667], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3226, 0.1617, -2.4417], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5391, 0.1617, -2.3167], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7556, 0.1617, -2.1917], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.9721, 0.1617, -2.0667], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-1.9721, 0.1617, -2.0667], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.9721, 0.1617, -2.0667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-1.9721, 0.1617, -2.0667], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-2.0971, 0.1617, -2.2832], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-2.0971, 0.1617, -2.2832], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
right, Pos: [-2.0971, 0.1617, -2.2832], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-2.0971, 0.1617, -2.2832], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8806, 0.1617, -2.4082], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.6641, 0.1617, -2.5332], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.4476, 0.1617, -2.6582], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.2311, 0.1617, -2.7832], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-1.0145, 0.1617, -2.9082], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-1.0145, 0.1617, -2.9082], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-1.0145, 0.1617, -2.9082], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-1.0145, 0.1617, -2.9082], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-0.8895, 0.1617, -2.6917], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-0.8895, 0.1617, -2.6917], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-0.8895, 0.1617, -2.6917], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-0.8895, 0.1617, -2.6917], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1061, 0.1617, -2.5667], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-1.1061, 0.1617, -2.5667], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-1.1061, 0.1617, -2.5667], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.3226, 0.1617, -2.6917], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-1.5391, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2891, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-1.0391, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.7891, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5391, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.2891, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-0.0391, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.2109, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.4609, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.7109, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [0.9609, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.2109, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
