START | Pos: [-15.0493, 0.19683, -8.40716] | Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -10.7642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.8238, 0.1968, -10.5477], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.8238, 0.1968, -10.7977], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.9488, 0.1968, -11.0142], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-15.1653, 0.1968, -11.1392], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-15.1653, 0.1968, -11.1392], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-15.1653, 0.1968, -11.1392], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-15.1653, 0.1968, -11.1392], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-15.1653, 0.1968, -11.1392], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-15.1653, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.9153, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.6653, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.4153, 0.1968, -11.1392], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.7233, 0.1968, -10.9227], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.8483, 0.1968, -11.1392], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-14.6318, 0.1968, -11.2642], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-14.5068, 0.1968, -11.0477], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-14.2903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-14.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.7903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.5403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.2903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-13.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.7903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.5403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.2903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.7903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.5403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.2903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.7903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.5403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.2903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-10.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.7903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.5403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.2903, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-9.0403, 0.1968, -10.9227], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-8.8238, 0.1968, -11.0477], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.8238, 0.1968, -11.0477], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-8.8238, 0.1968, -11.0477], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.8238, 0.1968, -11.0477], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.8238, 0.1968, -11.0477], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.8238, 0.1968, -10.7977], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.8238, 0.1968, -10.5477], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.8238, 0.1968, -10.2977], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.8238, 0.1968, -10.0477], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-8.8238, 0.1968, -10.0477], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.6988, 0.1968, -9.8312], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.6988, 0.1968, -9.8312], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.6988, 0.1968, -9.5812], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-8.6988, 0.1968, -9.5812], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.5738, 0.1968, -9.3647], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.5738, 0.1968, -9.3647], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.5738, 0.1968, -9.1147], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-8.5738, 0.1968, -9.1147], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-8.4488, 0.1968, -8.8982], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.4488, 0.1968, -8.8982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -8.6482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -8.3982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -8.1482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -7.8982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -7.6482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -7.3982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -7.1482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -6.8982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -6.6482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -6.3982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -6.1482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -5.8982], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-8.4488, 0.1968, -5.6482], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-8.4488, 0.1968, -5.6482], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-8.4488, 0.1968, -5.6482], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-8.4488, 0.1968, -5.6482], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
