START | Pos: [-13.707, 0.08012, 8.04988] | Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.7070, 0.0801, 8.0499], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [9.7293, 0.0801, 2.1074], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [9.7293, 0.0801, 2.1074], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7293, 0.0801, 1.8574], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7293, 0.0801, 1.6074], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7293, 0.0801, 1.3574], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7141, 0.0801, 1.1074], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7141, 0.0801, 0.8574], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7141, 0.0801, 0.6074], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7141, 0.0801, 0.3574], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [9.7140, 0.0801, 0.1203], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.4640, 0.0801, 0.1203], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.2140, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.9640, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.7140, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.4640, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [8.2140, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.9640, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.7140, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [7.4640, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
stop, Pos: [7.4640, 0.0801, 0.1204], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
