START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [5.1815, -2.8791, -0.1645], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [4.3096, -2.9341, -3.0639], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.0931, -2.9766, -3.1889], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.8766, -3.0009, -3.3138], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.6601, -3.0207, -3.4388], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.4436, -3.0405, -3.5638], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.2270, -3.0609, -3.6888], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.0105, -3.0791, -3.8138], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [3.0105, -3.0791, -3.8138], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.8855, -3.0791, -4.0303], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.7605, -3.0791, -4.2468], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.5627, -3.0791, -4.3541], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.4377, -3.0791, -4.5706], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.3127, -3.0791, -4.7871], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.1877, -3.0791, -5.0036], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [2.0627, -3.0791, -5.2201], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [2.0627, -3.0791, -5.2201], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.8462, -3.0791, -5.3451], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.6297, -3.0791, -5.4701], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [1.4131, -3.0791, -5.5951], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.6297, -3.0791, -5.4701], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [1.8462, -3.0791, -5.3451], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [1.8462, -3.0791, -5.3451], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [1.8462, -3.0791, -5.3451], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.0627, -3.0791, -5.4701], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.2792, -3.0791, -5.5951], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.2792, -3.0791, -5.5951], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.5292, -3.0791, -5.5952], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7492, -3.0791, -5.5892], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7589, -3.0791, -5.5411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7685, -3.0791, -5.4931], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7781, -3.0791, -5.4450], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7738, -3.0791, -5.4663], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7834, -3.0791, -5.4182], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7738, -3.0791, -5.4663], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7834, -3.0791, -5.4182], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7738, -3.0791, -5.4663], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7738, -3.0791, -5.4663], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7581, -3.0791, -5.5448], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7581, -3.0791, -5.5448], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7677, -3.0791, -5.4968], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7677, -3.0791, -5.4968], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7520, -3.0791, -5.5753], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7520, -3.0791, -5.5753], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7616, -3.0791, -5.5273], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7712, -3.0791, -5.4792], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7809, -3.0791, -5.4311], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
